,price,number_of_reviews,number_of_answered_questions_num,average_review_rating_out_of_5,average_rating_bin
732,14.99,29,1,4.1,Excellent
733,11.99,13,1,5.0,Excellent
734,0.0,3,1,4.7,Excellent
735,0.0,4,1,4.3,Excellent
736,4.95,5,1,4.8,Excellent
737,40.0,4,1,4.3,Excellent
738,8.49,1,1,5.0,Excellent
739,69.99,14,1,4.8,Excellent
740,65.48,1,1,5.0,Excellent
741,26.59,19,1,3.9,Excellent
742,18.99,7,1,4.7,Excellent
743,12.99,2,1,5.0,Excellent
744,2.99,3,1,5.0,Excellent
745,9.38,5,1,4.4,Excellent
746,6.27,17,1,4.2,Excellent
747,19.99,130,1,4.8,Excellent
748,45.81,43,1,4.8,Excellent
749,14.75,68,2,4.5,Excellent
750,0.0,22,2,4.1,Excellent
751,5.99,1,2,5.0,Excellent
752,0.0,14,1,4.1,Excellent
753,18.98,24,1,4.2,Excellent
754,63.97,253,7,4.7,Excellent
755,6.99,2,7,5.0,Excellent
756,7.25,23,7,4.3,Excellent
757,9.99,14,7,4.1,Excellent
758,12.84,4,7,4.8,Excellent
759,0.0,5,7,4.6,Excellent
760,19.99,101,7,4.6,Excellent
761,0.0,3,7,4.7,Excellent
762,7.99,87,6,4.7,Excellent
763,41.94,19,6,4.7,Excellent
764,14.03,13,6,4.6,Excellent
765,27.0,102,1,4.9,Excellent
766,7.5,1,1,5.0,Excellent
767,23.31,3,1,4.7,Excellent
768,14.97,3,1,4.3,Excellent
769,0.0,122,1,4.5,Excellent
770,17.6,39,1,4.2,Excellent
771,2.99,2,1,5.0,Excellent
772,6.39,1,1,5.0,Excellent
773,3.99,2,1,5.0,Excellent
774,4.99,1,1,4.0,Excellent
775,5.48,20,1,4.2,Excellent
776,0.0,6,1,4.7,Excellent
777,0.0,4,1,4.3,Excellent
778,24.47,2,1,5.0,Excellent
779,1.74,5,1,5.0,Excellent
780,29.99,17,1,4.8,Excellent
781,4.2,1,1,5.0,Excellent
782,6.3,4,1,4.0,Excellent
783,24.99,16,1,4.0,Excellent
784,0.0,1,1,4.0,Excellent
785,0.0,5,1,5.0,Excellent
786,9.55,6,1,4.2,Excellent
787,3.7,3,1,4.7,Excellent
788,0.0,6,1,4.0,Excellent
789,11.99,12,1,4.7,Excellent
790,12.95,2,1,5.0,Excellent
791,7.99,5,1,4.6,Excellent
792,7.25,92,1,4.0,Excellent
793,23.49,1,1,5.0,Excellent
794,0.0,1,1,5.0,Excellent
795,19.99,4,1,4.8,Excellent
796,16.18,25,11,4.8,Excellent
797,6.94,1,11,5.0,Excellent
798,35.99,2,11,4.5,Excellent
799,7.99,2,11,5.0,Excellent
800,33.95,1,11,5.0,Excellent
801,11.49,1,11,5.0,Excellent
802,14.99,1,11,5.0,Excellent
803,24.99,1,11,5.0,Excellent
804,4.75,4,11,4.8,Excellent
805,50.75,2,1,5.0,Excellent
806,0.0,1,1,5.0,Excellent
807,35.95,1,1,5.0,Excellent
808,4.99,1,1,5.0,Excellent
809,26.0,1,1,5.0,Excellent
810,13.99,1,1,5.0,Excellent
811,19.99,1,1,5.0,Excellent
812,15.95,2,1,4.5,Excellent
813,2.8,1,1,5.0,Excellent
814,19.58,1,1,5.0,Excellent
815,41.0,1,1,4.0,Excellent
816,16.5,1,1,5.0,Excellent
817,228.95,1,1,5.0,Excellent
818,8.99,2,1,4.5,Excellent
819,0.0,1,1,5.0,Excellent
820,124.95,1,1,5.0,Excellent
821,13.87,1,1,5.0,Excellent
822,19.99,1,1,5.0,Excellent
823,0.0,1,1,5.0,Excellent
824,14.99,1,1,5.0,Excellent
825,21.58,3,1,5.0,Excellent
826,95.0,1,1,5.0,Excellent
827,226.57,2,1,5.0,Excellent
828,8.99,2,1,4.5,Excellent
829,24.95,40,1,4.3,Excellent
830,10.95,1,1,5.0,Excellent
831,0.0,1,1,5.0,Excellent
832,17.7,1,1,5.0,Excellent
833,6.48,3,1,5.0,Excellent
834,0.0,1,1,5.0,Excellent
835,24.99,1,1,5.0,Excellent
836,30.05,1,1,5.0,Excellent
837,60.94,1,1,5.0,Excellent
838,7.21,1,1,5.0,Excellent
839,6.75,2,1,4.5,Excellent
840,16.99,1,1,5.0,Excellent
841,0.0,1,1,5.0,Excellent
842,0.0,1,1,5.0,Excellent
843,15.18,1,1,5.0,Excellent
844,22.99,9,2,4.8,Excellent
845,15.9,1,2,5.0,Excellent
846,14.65,1,2,5.0,Excellent
847,4.6,1,2,4.0,Excellent
848,8.29,1,2,5.0,Excellent
849,57.95,1,2,5.0,Excellent
850,13.44,1,2,5.0,Excellent
851,134.99,2,2,5.0,Excellent
852,106.95,1,1,5.0,Excellent
853,7.25,1,1,5.0,Excellent
854,5.99,1,1,5.0,Excellent
855,20.49,1,1,4.0,Excellent
856,14.99,1,1,5.0,Excellent
857,9.99,2,1,4.0,Excellent
858,9.69,11,1,4.8,Excellent
859,39.99,1,1,5.0,Excellent
860,32.7,4,1,3.5,Good
861,4.25,1,1,5.0,Excellent
862,27.99,1,1,5.0,Excellent
863,5.98,2,1,4.5,Excellent
864,35.78,1,1,4.0,Excellent
865,7.99,19,1,4.2,Excellent
866,45.06,2,1,4.5,Excellent
867,6.45,2,1,5.0,Excellent
868,120.86,1,1,5.0,Excellent
869,54.99,1,1,5.0,Excellent
870,17.99,1,1,5.0,Excellent
871,133.95,1,1,5.0,Excellent
872,24.99,2,1,5.0,Excellent
873,0.0,3,1,4.0,Excellent
874,9.99,1,1,5.0,Excellent
875,9.09,1,1,4.0,Excellent
876,0.0,3,1,4.0,Excellent
877,18.5,1,1,5.0,Excellent
878,7.24,5,1,4.0,Excellent
879,14.99,1,1,5.0,Excellent
880,0.0,1,1,5.0,Excellent
881,19.99,1,1,5.0,Excellent
882,126.95,1,1,5.0,Excellent
883,18.51,1,1,5.0,Excellent
884,0.0,1,1,5.0,Excellent
885,9.25,4,1,4.8,Excellent
886,24.99,2,1,5.0,Excellent
887,6.75,10,1,4.4,Excellent
888,16.99,1,1,5.0,Excellent
889,14.99,1,1,5.0,Excellent
890,10.99,1,1,5.0,Excellent
891,19.99,1,1,5.0,Excellent
892,38.76,1,1,5.0,Excellent
893,15.95,1,1,5.0,Excellent
894,9.99,1,1,5.0,Excellent
895,10.0,1,1,5.0,Excellent
896,5.75,1,1,5.0,Excellent
897,19.95,1,1,5.0,Excellent
898,15.0,1,1,5.0,Excellent
899,34.39,14,1,5.0,Excellent
900,14.99,1,1,4.0,Excellent
901,9.99,1,1,5.0,Excellent
902,10.79,3,1,4.7,Excellent
903,24.99,1,1,5.0,Excellent
904,0.0,5,1,4.0,Excellent
905,0.0,1,1,5.0,Excellent
906,4.0,1,1,4.0,Excellent
907,7.44,1,1,5.0,Excellent
908,23.99,1,1,5.0,Excellent
909,21.5,15,1,4.8,Excellent
910,7.39,1,1,5.0,Excellent
911,5.99,1,1,4.0,Excellent
912,19.0,3,1,5.0,Excellent
913,8.95,1,1,5.0,Excellent
914,24.23,2,1,4.5,Excellent
915,19.45,2,1,4.5,Excellent
916,3.95,1,1,5.0,Excellent
917,22.99,1,1,5.0,Excellent
918,19.99,3,1,4.3,Excellent
919,10.45,1,1,4.0,Excellent
920,7.4,1,1,5.0,Excellent
921,20.99,1,1,5.0,Excellent
922,0.0,1,1,5.0,Excellent
923,24.99,1,1,4.0,Excellent
924,27.97,4,1,5.0,Excellent
925,4.55,1,1,4.0,Excellent
926,38.89,1,1,5.0,Excellent
927,119.99,1,1,5.0,Excellent
928,9.03,4,1,5.0,Excellent
929,8.99,1,1,5.0,Excellent
930,8.5,1,1,5.0,Excellent
931,12.95,2,1,5.0,Excellent
932,17.95,18,1,4.3,Excellent
933,104.98,1,1,5.0,Excellent
934,22.95,1,1,5.0,Excellent
935,6.75,1,1,5.0,Excellent
936,11.0,2,1,4.5,Excellent
937,3.99,1,1,5.0,Excellent
938,353.44,1,1,4.0,Excellent
939,23.99,3,1,5.0,Excellent
940,0.0,7,1,4.0,Excellent
941,2.1,2,1,5.0,Excellent
942,10.5,1,1,5.0,Excellent
943,31.27,1,1,5.0,Excellent
944,14.0,1,1,5.0,Excellent
945,39.1,1,1,5.0,Excellent
946,9.99,1,1,4.0,Excellent
947,0.0,72,1,4.5,Excellent
948,21.62,2,1,4.5,Excellent
949,3.3,1,1,5.0,Excellent
950,14.99,6,1,5.0,Excellent
951,2.77,1,1,5.0,Excellent
952,39.99,17,1,4.4,Excellent
953,13.99,3,1,4.0,Excellent
954,4.29,1,1,5.0,Excellent
955,4.49,2,1,5.0,Excellent
956,46.72,1,1,5.0,Excellent
957,26.95,1,1,5.0,Excellent
958,3.2,1,1,5.0,Excellent
959,0.0,2,1,5.0,Excellent
960,15.95,1,1,5.0,Excellent
961,10.95,1,1,5.0,Excellent
962,39.48,1,1,5.0,Excellent
963,3.95,1,1,5.0,Excellent
964,46.48,6,2,4.7,Excellent
965,16.99,1,2,5.0,Excellent
966,5.95,1,2,5.0,Excellent
967,15.99,3,2,5.0,Excellent
968,17.95,1,2,5.0,Excellent
969,14.99,1,2,5.0,Excellent
970,12.99,1,2,5.0,Excellent
971,21.99,1,1,4.0,Excellent
972,9.99,1,1,5.0,Excellent
973,3.95,1,1,5.0,Excellent
974,7.99,3,1,4.3,Excellent
975,0.0,1,1,5.0,Excellent
976,9.95,1,1,5.0,Excellent
977,17.95,1,1,5.0,Excellent
978,14.99,1,1,5.0,Excellent
979,15.99,1,1,5.0,Excellent
980,11.5,2,1,4.5,Excellent
981,3.95,1,1,5.0,Excellent
982,79.99,1,1,5.0,Excellent
983,0.0,1,1,5.0,Excellent
984,7.95,1,1,5.0,Excellent
985,228.95,1,1,5.0,Excellent
986,10.96,1,1,5.0,Excellent
987,31.24,12,1,4.1,Excellent
988,151.9,1,1,5.0,Excellent
989,18.76,3,1,5.0,Excellent
990,9.99,1,1,5.0,Excellent
991,12.95,1,1,4.0,Excellent
992,13.99,1,1,4.0,Excellent
993,26.99,1,1,5.0,Excellent
994,9.75,1,1,5.0,Excellent
995,29.99,1,1,5.0,Excellent
996,2.99,9,0,4.8,Excellent
997,0.0,2,0,5.0,Excellent
998,0.0,73,0,4.6,Excellent
999,6.99,1,0,5.0,Excellent
1000,21.25,1,0,4.0,Excellent
1001,4.23,3,0,4.7,Excellent
1002,15.99,13,0,4.7,Excellent
1003,16.52,1,0,5.0,Excellent
1004,11.45,1,0,5.0,Excellent
1005,2.79,25,0,4.4,Excellent
1006,7.99,32,0,4.8,Excellent
1007,33.34,2,0,4.0,Excellent
1008,8.45,3,0,4.7,Excellent
1009,14.99,2,0,5.0,Excellent
1010,16.29,1,0,5.0,Excellent
1011,0.0,1,0,4.0,Excellent
1012,0.0,0,0,0.0,Worst
1013,0.0,1,0,5.0,Excellent
1014,7.99,11,0,4.8,Excellent
1015,24.18,1,0,5.0,Excellent
1016,11.53,2,1,5.0,Excellent
1017,0.0,1,1,4.0,Excellent
1018,11.16,15,1,4.7,Excellent
1019,33.95,11,1,4.8,Excellent
1020,61.18,2,1,4.5,Excellent
1021,10.0,1,1,4.0,Excellent
1022,44.99,11,1,4.2,Excellent
1023,3.54,14,1,4.4,Excellent
1024,0.0,8,1,4.9,Excellent
1025,68.16,1,1,5.0,Excellent
1026,6.36,1,1,4.0,Excellent
1027,0.0,3,1,4.7,Excellent
1028,19.11,4,1,4.8,Excellent
1029,16.99,2,1,4.5,Excellent
1030,14.61,4,1,5.0,Excellent
1031,3.99,12,1,4.3,Excellent
1032,0.0,1,1,5.0,Excellent
1033,0.0,2,1,5.0,Excellent
1034,0.0,1,1,5.0,Excellent
1035,12.99,1,1,5.0,Excellent
1036,11.03,4,1,4.5,Excellent
1037,0.0,1,1,5.0,Excellent
1038,0.0,2,1,4.5,Excellent
1039,227.68,1,1,5.0,Excellent
1040,39.24,1,1,5.0,Excellent
1041,0.0,3,1,4.0,Excellent
1042,37.02,1,1,4.0,Excellent
1043,10.99,5,1,4.4,Excellent
1044,34.78,1,1,5.0,Excellent
1045,0.0,1,1,5.0,Excellent
1046,4.99,1,1,5.0,Excellent
1047,14.5,1,1,5.0,Excellent
1048,9.99,4,1,4.8,Excellent
1049,0.0,3,1,5.0,Excellent
1050,73.76,1,1,5.0,Excellent
1051,10.47,2,1,5.0,Excellent
1052,0.0,7,1,4.1,Excellent
1053,14.95,73,1,4.9,Excellent
1054,15.61,1,1,5.0,Excellent
1055,10.69,2,1,5.0,Excellent
1056,0.0,1,1,5.0,Excellent
1057,9.79,1,1,5.0,Excellent
1058,114.65,2,1,5.0,Excellent
1059,0.0,4,1,5.0,Excellent
1060,7.49,1,1,5.0,Excellent
1061,11.99,4,1,4.3,Excellent
1062,0.0,6,1,5.0,Excellent
1063,39.48,1,1,5.0,Excellent
1064,0.0,2,1,5.0,Excellent
1065,3.75,1,1,5.0,Excellent
1066,14.74,1,1,5.0,Excellent
1067,0.0,1,1,5.0,Excellent
1068,14.99,2,1,4.0,Excellent
1069,17.79,1,1,5.0,Excellent
1070,0.0,4,1,4.5,Excellent
1071,43.99,3,1,5.0,Excellent
1072,26.99,25,1,4.4,Excellent
1073,0.0,3,1,4.3,Excellent
1074,5.41,3,1,5.0,Excellent
1075,20.76,1,1,5.0,Excellent
1076,0.0,1,1,5.0,Excellent
1077,64.99,2,1,4.5,Excellent
1078,9.99,1,1,5.0,Excellent
1079,0.0,1,1,5.0,Excellent
1080,21.0,12,1,4.7,Excellent
1081,3.99,1,1,4.0,Excellent
1082,9.95,14,1,4.4,Excellent
1083,197.42,2,1,5.0,Excellent
1084,48.0,1,1,5.0,Excellent
1085,10.99,1,1,5.0,Excellent
1086,11.49,1,1,5.0,Excellent
1087,15.99,5,1,4.6,Excellent
1088,5.97,1,1,4.0,Excellent
1089,53.99,1,1,5.0,Excellent
1090,36.55,2,1,4.5,Excellent
1091,0.0,18,1,4.7,Excellent
1092,0.0,1,1,5.0,Excellent
1093,0.0,5,1,4.4,Excellent
1094,37.14,3,1,4.7,Excellent
1095,0.0,4,1,5.0,Excellent
1096,13.86,2,1,5.0,Excellent
1097,31.99,3,1,5.0,Excellent
1098,29.9,1,1,5.0,Excellent
1099,7.99,118,1,4.6,Excellent
1100,16.6,2,1,5.0,Excellent
1101,25.99,3,1,5.0,Excellent
1102,7.84,1,1,5.0,Excellent
1103,4.71,1,1,5.0,Excellent
1104,0.0,5,1,4.8,Excellent
1105,10.44,1,1,5.0,Excellent
1106,6.99,1,1,5.0,Excellent
1107,9.65,3,1,4.3,Excellent
1108,0.0,1,1,5.0,Excellent
1109,14.99,5,1,5.0,Excellent
1110,1.84,1,1,5.0,Excellent
1111,12.95,1,1,5.0,Excellent
1112,22.61,1,1,5.0,Excellent
1113,12.99,3,1,4.7,Excellent
1114,0.0,3,1,4.0,Excellent
1115,0.0,9,1,5.0,Excellent
1116,36.23,1,1,5.0,Excellent
1117,0.0,1,1,5.0,Excellent
1118,28.4,1,1,4.0,Excellent
1119,91.03,1,1,5.0,Excellent
1120,12.99,10,1,4.1,Excellent
1121,46.4,1,1,5.0,Excellent
1122,7.99,1,1,4.0,Excellent
1123,5.43,3,1,5.0,Excellent
1124,59.99,8,1,4.4,Excellent
1125,17.75,56,1,4.4,Excellent
1126,8.99,5,1,4.8,Excellent
1127,0.0,1,1,5.0,Excellent
1128,4.32,3,1,4.3,Excellent
1129,0.0,2,1,4.0,Excellent
1130,0.0,2,1,5.0,Excellent
1131,44.5,9,1,4.6,Excellent
1132,29.91,4,1,5.0,Excellent
1133,22.98,3,1,5.0,Excellent
1134,0.0,1,1,4.0,Excellent
1135,58.93,1,1,5.0,Excellent
1136,24.99,2,1,5.0,Excellent
1137,19.99,17,2,4.8,Excellent
1138,0.0,12,2,4.6,Excellent
1139,0.0,3,2,4.7,Excellent
1140,0.0,2,2,5.0,Excellent
1141,5.54,1,2,5.0,Excellent
1142,12.59,2,2,5.0,Excellent
1143,3.78,2,2,5.0,Excellent
1144,30.47,1,2,5.0,Excellent
1145,20.97,1,2,5.0,Excellent
1146,12.99,9,2,4.3,Excellent
1147,24.99,2,2,5.0,Excellent
1148,230.11,2,2,5.0,Excellent
1149,32.36,1,1,4.0,Excellent
1150,34.26,8,1,4.5,Excellent
1151,0.0,1,1,5.0,Excellent
1152,85.84,145,2,4.2,Excellent
1153,30.99,4,2,4.0,Excellent
1154,0.0,1,2,5.0,Excellent
1155,19.95,2,2,4.0,Excellent
1156,17.99,1,2,5.0,Excellent
1157,11.49,12,2,4.3,Excellent
1158,9.45,2,2,4.5,Excellent
1159,0.0,1,2,5.0,Excellent
1160,30.0,2,2,4.5,Excellent
1161,0.0,2,2,5.0,Excellent
1162,48.39,1,2,5.0,Excellent
1163,5.74,3,2,5.0,Excellent
1164,0.0,1,2,5.0,Excellent
1165,11.99,6,2,4.8,Excellent
1166,0.0,1,2,5.0,Excellent
1167,12.9,1,2,5.0,Excellent
1168,34.07,1,2,5.0,Excellent
1169,28.9,1,2,5.0,Excellent
1170,7.99,26,1,4.2,Excellent
1171,17.0,2,1,5.0,Excellent
1172,18.99,2,1,4.5,Excellent
1173,11.99,2,1,5.0,Excellent
1174,0.0,9,1,4.8,Excellent
1175,45.78,1,1,5.0,Excellent
1176,10.99,1,1,5.0,Excellent
1177,23.9,13,1,4.6,Excellent
1178,17.49,7,1,4.3,Excellent
1179,0.0,2,1,5.0,Excellent
1180,14.99,3,1,5.0,Excellent
1181,0.0,1,1,5.0,Excellent
1182,13.83,1,1,5.0,Excellent
1183,12.82,6,1,4.5,Excellent
1184,2.97,1,1,4.0,Excellent
1185,5.95,1,1,5.0,Excellent
1186,23.75,4,1,5.0,Excellent
1187,7.99,5,1,5.0,Excellent
1188,44.99,5,1,4.2,Excellent
1189,34.59,3,1,5.0,Excellent
1190,0.0,1,1,4.0,Excellent
1191,0.0,4,1,4.5,Excellent
1192,88.96,2,1,5.0,Excellent
1193,11.68,1,1,4.0,Excellent
1194,6.27,5,1,5.0,Excellent
1195,279.0,8,1,4.4,Excellent
1196,0.9,4,0,4.0,Excellent
1197,0.99,3,0,4.0,Excellent
1198,0.99,2,0,4.0,Excellent
1199,11.89,1,0,4.0,Excellent
1200,20.0,21,0,4.7,Excellent
1201,1.4,1,0,5.0,Excellent
1202,4.98,10,0,4.4,Excellent
1203,0.9,3,0,5.0,Excellent
1204,0.0,1,0,5.0,Excellent
1205,1.1,1,0,5.0,Excellent
1206,2.99,1,0,5.0,Excellent
1207,1.5,6,0,4.3,Excellent
1208,1.99,1,0,5.0,Excellent
1209,0.99,2,0,4.5,Excellent
1210,2.74,8,0,4.9,Excellent
1211,6.42,45,0,4.5,Excellent
1212,3.88,1,0,4.0,Excellent
1213,0.0,73,0,4.4,Excellent
1214,0.9,2,0,5.0,Excellent
1215,2.25,1,0,5.0,Excellent
1216,19.99,7,0,4.3,Excellent
1217,2.68,2,0,5.0,Excellent
1218,14.99,4,1,5.0,Excellent
1219,1.1,6,1,4.5,Excellent
1220,2.39,2,1,4.5,Excellent
1221,0.9,1,1,5.0,Excellent
1222,4.99,1,1,5.0,Excellent
1223,8.7,1,1,4.0,Excellent
1224,0.9,3,1,4.7,Excellent
1225,19.56,10,1,4.6,Excellent
1226,2.75,2,1,5.0,Excellent
1227,0.99,1,1,5.0,Excellent
1228,1.88,101,1,4.2,Excellent
1229,0.99,4,1,4.8,Excellent
1230,1.29,4,1,5.0,Excellent
1231,4.2,1,1,5.0,Excellent
1232,14.99,1,1,5.0,Excellent
1233,13.57,9,1,5.0,Excellent
1234,1.3,1,1,5.0,Excellent
1235,9.52,3,1,5.0,Excellent
1236,5.95,18,1,4.8,Excellent
1237,2.99,16,1,4.8,Excellent
1238,29.14,3,1,4.7,Excellent
1239,10.5,1,1,5.0,Excellent
1240,0.0,2,1,4.5,Excellent
1241,0.9,1,1,5.0,Excellent
1242,1.29,2,1,5.0,Excellent
1243,1.49,1,1,5.0,Excellent
1244,2.99,4,1,4.5,Excellent
1245,12.72,381,28,4.7,Excellent
1246,1.99,1,28,5.0,Excellent
1247,1.65,1,28,4.0,Excellent
1248,2.95,2,28,5.0,Excellent
1249,9.09,56,1,4.7,Excellent
1250,1.29,3,1,5.0,Excellent
1251,1.85,5,1,5.0,Excellent
1252,1.29,1,1,5.0,Excellent
1253,0.99,1,1,5.0,Excellent
1254,4.97,4,1,5.0,Excellent
1255,2.62,802,23,4.5,Excellent
1256,0.9,2,23,5.0,Excellent
1257,1.2,2,23,4.5,Excellent
1258,1.5,1,23,4.0,Excellent
1259,1.99,1,23,5.0,Excellent
1260,1.59,1,23,5.0,Excellent
1261,3.99,4,23,4.5,Excellent
1262,16.09,1,23,5.0,Excellent
1263,6.99,2,23,4.5,Excellent
1264,1.79,1,23,5.0,Excellent
1265,23.18,2,23,5.0,Excellent
1266,24.73,1,23,5.0,Excellent
1267,1.2,3,23,4.3,Excellent
1268,0.0,2,23,5.0,Excellent
1269,7.49,299,39,4.1,Excellent
1270,3.78,1,39,5.0,Excellent
1271,1.7,2,39,4.5,Excellent
1272,2.99,1,39,5.0,Excellent
1273,0.0,2,39,4.5,Excellent
1274,0.9,4,39,4.8,Excellent
1275,0.65,10,39,4.5,Excellent
1276,0.99,1,39,5.0,Excellent
1277,11.88,25,39,4.6,Excellent
1278,4.99,1,39,4.0,Excellent
1279,0.0,2,39,4.5,Excellent
1280,16.59,6,39,4.7,Excellent
1281,0.99,4,39,4.5,Excellent
1282,2.93,15,39,4.7,Excellent
1283,11.95,59,1,4.8,Excellent
1284,0.99,1,1,5.0,Excellent
1285,0.0,11,1,4.4,Excellent
1286,1.49,1,1,5.0,Excellent
1287,7.99,3,1,5.0,Excellent
1288,1.5,2,1,5.0,Excellent
1289,1.99,12,1,4.8,Excellent
1290,4.79,1,1,5.0,Excellent
1291,2.69,1,1,5.0,Excellent
1292,17.05,3,1,5.0,Excellent
1293,1.59,4,1,4.5,Excellent
1294,1.49,1,1,5.0,Excellent
1295,7.55,1,1,5.0,Excellent
1296,8.95,34,0,4.4,Excellent
1297,0.0,1,11,5.0,Excellent
1298,9.46,2,11,5.0,Excellent
1299,7.5,2,11,5.0,Excellent
1300,0.85,5,11,4.2,Excellent
1301,13.5,8,11,4.9,Excellent
1302,1.99,1,11,5.0,Excellent
1303,0.9,2,11,4.0,Excellent
1304,3.79,1,11,5.0,Excellent
1305,16.25,14,11,4.1,Excellent
1306,0.9,2,11,4.5,Excellent
1307,0.0,1,11,5.0,Excellent
1308,7.98,33,0,4.2,Excellent
1309,0.99,1,3,5.0,Excellent
1310,8.29,3,3,4.3,Excellent
1311,1.31,3,3,5.0,Excellent
1312,2.39,3,3,4.3,Excellent
1313,23.38,14,3,4.6,Excellent
1314,1.29,1,3,5.0,Excellent
1315,1.76,1,3,4.0,Excellent
1316,13.99,15,3,4.6,Excellent
1317,1.49,22,3,4.0,Excellent
1318,1.99,1,3,5.0,Excellent
1319,5.5,2,3,4.5,Excellent
1320,0.0,1,3,5.0,Excellent
1321,3.61,9,3,4.6,Excellent
1322,7.62,1,3,4.0,Excellent
1323,1.2,1,3,5.0,Excellent
1324,0.9,1,3,5.0,Excellent
1325,1.0,1,3,5.0,Excellent
1326,1.96,1,3,5.0,Excellent
1327,1.6,2,3,4.5,Excellent
1328,4.99,1,3,5.0,Excellent
1329,0.99,1,3,5.0,Excellent
1330,2.79,6,3,5.0,Excellent
1331,8.9,1,3,5.0,Excellent
1332,4.75,20,1,4.5,Excellent
1333,0.9,1,1,5.0,Excellent
1334,0.99,1,1,4.0,Excellent
1335,5.5,4,1,5.0,Excellent
1336,0.9,2,1,5.0,Excellent
1337,2.5,4,1,4.3,Excellent
1338,0.99,1,1,5.0,Excellent
1339,1.01,3,1,4.7,Excellent
1340,0.99,6,1,4.7,Excellent
1341,1.0,1,1,5.0,Excellent
1342,1.69,2,1,4.5,Excellent
1343,3.49,1,1,5.0,Excellent
1344,5.99,3,1,4.3,Excellent
1345,1.95,18,1,4.1,Excellent
1346,0.9,1,1,5.0,Excellent
1347,0.0,13,1,4.5,Excellent
1348,0.0,1,1,4.0,Excellent
1349,0.9,2,1,5.0,Excellent
1350,0.0,1,1,5.0,Excellent
1351,0.99,1,1,5.0,Excellent
1352,1.29,1,1,5.0,Excellent
1353,0.0,1,1,5.0,Excellent
1354,0.0,1,1,5.0,Excellent
1355,2.99,1,1,5.0,Excellent
1356,6.99,2,1,5.0,Excellent
1357,1.2,7,1,4.6,Excellent
1358,1.99,1,1,5.0,Excellent
1359,0.0,7,1,4.4,Excellent
1360,13.99,4,1,4.5,Excellent
1361,8.45,1,1,5.0,Excellent
1362,1.29,1,1,5.0,Excellent
1363,1.29,1,1,5.0,Excellent
1364,0.99,1,1,4.0,Excellent
1365,10.32,1,1,5.0,Excellent
1366,2.49,2,1,5.0,Excellent
1367,1.75,22,1,4.3,Excellent
1368,0.99,1,1,4.0,Excellent
1369,1.19,518,1,4.5,Excellent
1370,1.69,1,1,5.0,Excellent
1371,1.29,5,1,5.0,Excellent
1372,3.99,11,1,4.7,Excellent
1373,60.35,9,1,4.8,Excellent
1374,1.49,36,1,4.7,Excellent
1375,1.0,1,1,4.0,Excellent
1376,0.99,1,1,4.0,Excellent
1377,1.29,2,1,4.0,Excellent
1378,1.45,3,1,5.0,Excellent
1379,14.99,26,1,4.2,Excellent
1380,4.99,53,0,4.5,Excellent
1381,1.69,158,1,4.1,Excellent
1382,1.99,2,1,5.0,Excellent
1383,84.99,1,1,5.0,Excellent
1384,2.76,12,1,4.7,Excellent
1385,3.24,5,1,5.0,Excellent
1386,1.99,1,1,5.0,Excellent
1387,20.7,14,1,4.4,Excellent
1388,33.41,2,1,4.0,Excellent
1389,7.99,1,1,5.0,Excellent
1390,2.99,6,1,4.0,Excellent
1391,9.99,1,1,5.0,Excellent
1392,1.35,6,1,4.3,Excellent
1393,0.9,2,1,5.0,Excellent
1394,9.52,9,1,4.6,Excellent
1395,8.55,9,1,4.9,Excellent
1396,2.42,1,0,5.0,Excellent
1397,6.25,2,0,5.0,Excellent
1398,18.99,3,0,4.0,Excellent
1399,1.98,2,0,5.0,Excellent
1400,2.85,9,0,4.9,Excellent
1401,1.37,26,0,4.7,Excellent
1402,14.27,1,0,5.0,Excellent
1403,3.74,7,0,4.7,Excellent
1404,0.0,7,0,4.3,Excellent
1405,2.99,1,0,5.0,Excellent
1406,0.0,1,0,5.0,Excellent
1407,2.95,1,0,5.0,Excellent
1408,0.0,25,0,4.6,Excellent
1409,1.53,34,0,4.3,Excellent
1410,1.65,2,0,4.5,Excellent
1411,0.0,2,0,5.0,Excellent
1412,1.95,3,0,5.0,Excellent
1413,31.9,1,0,5.0,Excellent
1414,1.91,1,0,5.0,Excellent
1415,11.19,1,0,5.0,Excellent
1416,2.99,2,0,5.0,Excellent
1417,5.99,11,0,4.6,Excellent
1418,2.99,1,0,4.0,Excellent
1419,3.2,11,0,4.6,Excellent
1420,1.79,1,0,4.0,Excellent
1421,35.91,1,0,5.0,Excellent
1422,1.75,2,0,3.0,Good
1423,7.79,15,0,4.9,Excellent
1424,2.31,1,0,5.0,Excellent
1425,1.98,5,0,4.0,Excellent
1426,2.99,7,0,4.6,Excellent
1427,5.86,1,0,5.0,Excellent
1428,1.61,1,0,5.0,Excellent
1429,1.25,1,0,5.0,Excellent
1430,0.0,1,0,5.0,Excellent
1431,1.71,6,0,4.3,Excellent
1432,9.99,8,1,4.3,Excellent
1433,2.25,3,1,4.7,Excellent
1434,1.0,1,1,5.0,Excellent
1435,1.79,1,1,5.0,Excellent
1436,2.14,2,1,5.0,Excellent
1437,1.95,3,1,4.7,Excellent
1438,3.25,31,1,4.9,Excellent
1439,9.99,1,1,5.0,Excellent
1440,8.03,7,1,4.4,Excellent
1441,6.19,7,3,4.4,Excellent
1442,2.95,2,1,4.5,Excellent
